This file was created by CMPT_ME_PRIOR_RETS using the 201509 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from - 1 to - 1.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
194706    182    159    104     87    196    164
194707    156    161    132    112    197    135
194708    132    165    152    137    195    117
194709    155    169    128    116    192    142
194710    144    162    146    128    202    124
194711    151    150    151    145    188    121
194712    167    168    121    106    195    152
194801    174    164    118    100    202    156
194802    116    173    168    159    195    106
194803    179    171    111     98    197    166
194804    153    171    136    127    196    141
194805    183    150    132    129    190    145
194806    135    179    152    146    193    127
194807    174    161    130    106    211    150
194808    153    175    138    127    199    143
194809    181    175    114     99    204    164
194810    169    164    135    113    211    145
194811    173    163    134    109    213    148
194812    163    180    127    119    198    154
194901    205    162    104     78    214    179
194902    123    177    171    160    200    112
194903    188    178    106     95    200    178
194904    130    177    168    155    203    117
194905    162    199    115    124    209    143
194906    200    171    108     87    211    179
194907    191    153    135     96    231    151
194908    161    165    152    126    218    135
194909    174    156    150    145    197    138
194910    165    159    158    125    226    131
194911    151    164    168    140    222    122
194912    196    175    113     95    211    177
195001    146    168    167    144    217    123
195002    148    153    183    165    212    104
195003    167    177    139    124    209    151
195004    190    174    121    101    214    169
195005    151    175    159    163    190    133
195006    194    151    140    125    209    151
195007    187    166    134    105    223    157
195008    116    213    159    177    177    133
195009    144    187    160    150    207    134
195010    166    184    141    129    211    153
195011    156    171    167    140    225    129
195012    166    193    134    130    201    163
195101    143    178    172    155    215    123
195102    137    185    170    157    211    126
195103    168    179    147    128    217    150
195104    181    178    137    117    218    161
195105    178    176    143    121    222    155
195106    180    210    110    119    215    164
195107    185    204    110    115    195    190
195108    194    181    126    107    219    174
195109    145    189    165    155    212    134
195110    145    196    159    155    205    141
195111    158    210    132    142    215    143
195112    181    190    130    119    210    170
195201    197    189    116    105    213    185
195202    170    208    127    132    197    173
195203    156    210    136    147    210    149
195204    195    185    124    123    203    178
195205    152    197    155    152    205    148
195206    196    173    135    105    232    168
195207    190    177    138    113    227    165
195208    165    196    146    139    208    158
195209    152    191    164    153    214    140
195210    162    192    150    142    213    154
195211    185    191    133    121    218    172
195212    176    195    139    130    214    166
195301    183    181    145    122    228    161
195302    110    178    220    195    231     85
195303    140    178    192    166    232    110
195304    179    183    148    127    224    158
195305    163    165    177    140    242    128
195306    175    181    154    131    225    151
195307    194    179    134    111    230    171
195308    224    145    141    133    213    165
195309    173    200    133    132    206    173
195310    198    199    112    107    208    193
195311    204    169    136    102    238    169
195312    234    142    134    120    217    171
195401    203    185    122    104    223    184
195402    147    179    185    160    229    121
195403    202    168    140    104    240    167
195404    217    142    151    128    228    154
195405    191    194    125    114    214    179
195406    177    174    160    129    234    146
195407    177    190    142    130    218    164
195408    164    172    174    143    236    132
195409    137    192    183    170    217    124
195410    179    189    141    126    220    165
195411    160    196    154    147    212    153
195412    190    186    134    116    223    173
195501    119    203    189    188    204    118
195502    162    178    171    146    234    133
195503    177    162    172    131    248    134
195504    168    182    160    140    226    147
195505    173    193    143    133    217    162
195506    184    177    151    123    234    155
195507    190    178    145    116    232    161
195508    145    198    167    162    210    141
195509    180    197    133    128    212    172
195510    144    199    169    163    210    136
195511    151    189    174    157    221    134
195512    199    180    131    107    231    176
195601    169    187    155    139    223    151
195602    147    205    160    164    215    135
195603    198    180    135    109    232    172
195604    184    206    124    124    206    184
195605    164    194    155    145    219    152
195606    178    179    152    130    230    155
195607    200    195    114    107    213    193
195608    205    170    136    103    237    172
195609    142    191    177    165    223    124
195610    134    187    189    174    224    114
195611    177    205    130    131    206    177
195612    166    208    140    142    204    167
195701    190    193    126    118    218    177
195702    113    208    189    195    203    116
195703    179    208    126    129    229    157
195704    181    187    146    128    226    161
195705    201    182    128    105    230    181
195706    200    188    126    109    222    184
195707    145    212    160    166    202    150
195708    170    184    162    140    232    145
195709    170    171    177    142    245    134
195710    169    193    159    142    225    153
195711    217    190    111     96    226    198
195712    194    217    106    116    199    205
195801    196    199    125    117    219    186
195802    121    185    214    191    232     98
195803    180    186    148    133    228    161
195804    176    182    161    136    232    150
195805    174    195    152    138    221    161
195806    169    174    176    141    242    137
195807    202    158    158    137    230    151
195808    154    196    168    155    220    143
195809    156    191    170    153    223    140
195810    158    181    175    152    231    134
195811    179    190    148    131    223    162
195812    180    174    162    130    240    147
195901    185    193    141    127    220    169
195902    134    179    203    188    224    105
195903    169    186    158    141    225    151
195904    159    187    167    148    225    142
195905    179    194    141    131    218    169
195906    169    205    145    142    211    167
195907    171    198    150    141    219    161
195908    194    174    153    118    244    160
195909    177    191    156    139    227    159
195910    178    170    175    137    249    139
195911    172    205    146    143    215    168
195912    196    178    152    120    243    163
196001    182    183    161    135    238    155
196002    124    196    207    193    226    109
196003    194    188    147    123    235    171
196004    194    202    131    124    222    186
196005    194    212    124    125    212    194
196006    205    202    126    114    224    193
196007    195    196    136    127    228    181
196008    158    221    154    163    208    165
196009    211    172    154    130    241    168
196010    195    185    157    128    248    166
196011    213    193    134    112    240    191
196012    217    181    140    105    253    184
196101    220    179    136    104    251    187
196102    156    186    194    169    245    129
196103    164    189    188    161    245    137
196104    177    183    181    169    230    143
196105    190    168    186    139    263    140
196106    172    204    167    157    227    158
196107    202    201    136    123    234    187
196108    200    208    134    127    227    191
196109    215    199    130    111    237    196
196110    189    217    134    138    221    189
196111    200    209    140    129    230    188
196112    174    204    173    157    238    157
196201    163    208    183    168    236    148
196202    126    207    219    205    235    112
196203    179    210    165    154    230    168
196204    188    197    167    144    245    164
196205    194    203    154    138    241    177
196206    200    206    147    131    238    185
196207    191    197    163    143    245    168
196208    171    212    169    163    231    164
196209    427    398    493    153    278    167
196210    546    388    391    139    255    205
196211    677    419    238    114    256    229
196212    573    367    388    191    261    149
196301    645    416    271    109    259    232
196302    379    400    545    219    269    117
196303    474    408    443    181    257    168
196304    563    439    324    135    265    206
196305    649    375    307    138    265    203
196306    446    449    443    193    260    153
196307    457    436    444    153    275    180
196308    496    448    398    157    263    190
196309    639    346    354    127    289    192
196310    445    438    455    155    278    172
196311    532    435    375    166    263    179
196312    594    388    351    140    283    184
196401    640    402    291    122    268    219
196402    408    434    499    179    261    171
196403    527    390    432    157    278    177
196404    520    463    382    175    272    164
196405    492    428    438    158    264    191
196406    555    451    358    152    267    196
196407    563    433    366    161    258    200
196408    464    470    443    174    274    173
196409    487    464    427    167    270    188
196410    559    412    414    156    280    182
196411    492    448    455    190    256    175
196412    524    470    394    158    253    216
196501    582    433    370    150    275    204
196502    430    414    541    185    291    153
196503    483    426    477    180    265    183
196504    447    399    552    189    276    161
196505    537    368    493    173    287    167
196506    524    434    446    158    257    208
196507    657    415    332    134    269    227
196508    479    467    466    191    268    175
196509    556    415    435    186    262    190
196510    548    458    404    173    277    185
196511    444    427    539    209    266    161
196512    418    476    504    183    270    182
196601    443    420    532    204    275    156
196602    352    484    576    214    263    161
196603    365    479    575    211    263    166
196604    497    464    450    159    275    206
196605    460    416    529    177    277    184
196606    680    431    300    131    263    242
196607    506    478    429    169    267    206
196608    537    490    387    192    255    196
196609    620    439    366    137    276    233
196610    522    536    368    177    249    225
196611    754    489    187    130    251    268
196612    428    555    443    195    244    208
196701    544    442    440    152    279    219
196702    298    436    693    264    277    111
196703    372    424    633    203    281    167
196704    524    410    497    172    288    189
196705    537    444    447    156    284    201
196706    419    477    529    193    277    172
196707    318    464    632    220    260    166
196708    430    454    536    216    275    155
196709    523    441    459    183    272    180
196710    375    437    610    193    271    173
196711    424    453    548    182    273    184
196712    589    429    411    147    279    213
196801    376    402    643    203    273    160
196802    361    415    650    228    273    131
196803    680    417    337    161    269    202
196804    591    489    355    149    272    208
196805    366    452    608    192    269    182
196806    297    443    686    232    261    144
196807    559    493    374    179    244    205
196808    509    460    453    175    287    176
196809    457    454    514    186    275    175
196810    437    462    519    198    258    186
196811    586    420    421    182    279    177
196812    541    450    443    172    268    196
196901    387    430    617    199    285    154
196902    487    485    466    160    267    212
196903    721    408    319    157    274    205
196904    516    498    444    164    263    212
196905    636    416    413    153    266    220
196906    525    462    487    163    257    225
196907    773    457    253    125    273    248
196908    732    454    303    139    281    230
196909    531    498    471    166    266    217
196910    620    455    438    161    284    210
196911    472    444    601    181    278    202
196912    704    435    376    137    286    241
197001    803    423    297    105    293    264
197002    428    435    670    205    308    149
197003    711    467    367    138    290    235
197004    692    495    370    174    281    207
197005    889    428    253    137    285    234
197006    594    519    462    154    283    216
197007    653    529    392    129    266    265
197008    720    455    402    153    301    205
197009    589    499    495    181    314    167
197010    306    464    809    233    291    147
197011    728    502    359    118    313    237
197012    913    405    270    109    314    246
197101    615    477    505    206    298    164
197102    299    470    833    255    283    129
197103    456    445    698    192    307    175
197104    583    488    534    182    302    187
197105    649    501    451    170    284    220
197106    751    447    406    126    312    239
197107    716    545    358    145    270    260
197108    676    528    415    166    306    212
197109    664    531    437    182    304    200
197110    624    480    539    148    310    231
197111    689    531    432    161    312    217
197112    788    499    366    141    310    244
197201    542    498    624    215    316    163
197202    300    442    928    263    312    130
197203    548    543    583    179    305    226
197204    666    529    487    172    306    233
197205    656    533    509    195    291    221
197206    755    572    365    143    290    287
197207    685    589    426    180    312    228
197208    692    592    408    170    292    263
197209    811    517    381    163    312    249
197210    729    558    433    161    316    252
197211    754    574    398    168    306    258
197212    775    512    449    188    325    221
197301    736    559    446    148    324    264
197302   1198   1314   1784    252    341    309
197303   1810   1266   1214    206    371    326
197304   1710   1367   1205    209    379    314
197305   1616   1445   1183    229    383    281
197306   1864   1434    910    159    364    372
197307   1660   1458   1055    191    382    336
197308   1559   1193   1388    303    384    221
197309   1724   1431    954    190    399    303
197310   2146    936   1004    267    377    255
197311   1310   1326   1365    230    385    293
197312   1544   1248   1114    173    359    388
197401   1929   1238    742    184    385    348
197402   1020   1245   1633    403    367    137
