This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201509 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
19510808,   0.57
19510809,   0.59
19510810,   0.55
19510813,   0.31
19510814,   0.48
19510815,   0.03
19510816,   0.02
19510817,   0.03
19510820,   0.37
19510821,   0.42
19510822,   0.36
19510823,  -0.30
19510824,   0.27
19510827,   0.17
19510828,  -0.02
19510829,  -0.26
19510830,   0.23
19510831,   0.23
19510904,   0.27
19510905,   0.01
19510906,   0.76
19510907,  -0.01
19510910,  -0.10
19510911,   0.57
19510912,  -0.38
19510913,  -0.14
19510914,   0.70
19510917,   0.06
19510918,   0.10
19510919,  -0.08
19510920,   0.16
19510921,   0.71
19510924,   0.27
19510925,  -0.08
19510926,   0.28
19510927,   0.33
19510928,   0.38
19511001,   0.04
19511002,  -0.11
19511003,  -0.06
19511004,   0.51
19511005,   0.05
19511006,  -0.02
19511008,   0.10
19511009,   0.19
19511010,   0.26
19511011,   0.49
19511013,   0.04
19511015,   0.25
19511016,   0.31
19511017,   0.07
19511018,  -0.04
19511019,   0.57
19511020,   0.07
19511022,  -0.08
19511023,   0.76
19511024,   0.13
19511025,   0.21
19511026,  -0.23
19511027,  -0.42
19511029,   0.97
19511030,   0.13
19511031,   0.82
19511101,   0.28
19511102,  -0.27
19511103,  -0.11
19511105,   0.11
19511107,  -0.14
19511108,   0.62
19511109,   1.03
19511110,   0.57
19511113,   0.12
19511114,  -0.08
19511115,   0.37
19511116,   0.32
19511117,   0.28
19511119,   0.02
19511120,   0.07
19511121,   0.32
19511123,   0.24
19511124,   0.29
19511126,   0.67
19511127,   0.63
19511128,  -0.06
19511129,   0.20
19511130,   0.55
19511201,   0.19
19511203,   0.15
19511204,   0.22
19511205,   0.06
19511206,   0.07
19511207,   0.53
19511208,   0.09
19511210,   0.07
19511211,   0.44
19511212,   0.11
19511213,   0.10
19511214,   0.05
19511215,   0.26
19511217,   0.20
19511218,  -0.16
19511219,   0.17
19511220,   0.02
19511221,   0.17
19511222,   0.36
19511224,   0.24
19511226,   0.51
19511227,   0.13
19511228,   0.51
19511229,   0.29
19511231,  -0.08
19520102,   0.78
19520103,   0.24
19520104,   0.41
19520105,   0.19
19520107,   0.38
19520108,   0.19
19520109,   0.04
19520110,   0.19
19520111,  -0.34
19520112,   0.03
19520114,   0.21
19520115,   0.31
19520116,   0.22
19520117,   0.05
19520118,   0.09
19520119,   0.01
19520121,  -0.12
19520122,   0.03
19520123,   0.46
19520124,  -0.14
19520125,  -0.05
19520126,   0.00
19520128,   0.12
19520129,   0.14
19520130,   0.69
19520131,   0.37
19520201,   0.09
19520202,  -0.14
19520204,   0.65
19520205,   0.23
19520206,   0.06
19520207,   0.12
19520208,   0.16
19520209,   0.05
19520211,  -0.08
19520213,   0.17
19520214,   0.09
19520215,   0.10
19520216,   0.22
19520218,  -0.25
19520219,  -0.34
19520220,  -0.07
19520221,   0.68
19520223,   0.68
19520225,  -0.37
19520226,  -0.42
19520227,   0.43
19520228,   0.32
19520229,   0.04
19520301,   0.21
19520303,   0.21
19520304,   0.72
19520305,   0.39
19520306,   0.03
19520307,  -0.38
19520308,   0.04
19520310,   0.09
19520311,  -0.23
19520312,   0.05
19520313,   0.42
19520314,   0.11
19520315,  -0.01
19520317,   0.07
19520318,   0.35
19520319,   0.38
19520320,   0.30
19520321,   0.18
19520322,   0.23
19520324,   0.23
19520325,   0.03
19520326,   0.18
19520327,  -0.13
19520328,  -0.03
19520329,   0.13
19520331,   0.25
19520401,   0.57
19520402,   0.26
19520403,  -0.03
19520404,   0.16
19520405,   0.25
19520407,   0.25
19520408,   0.78
19520409,   0.09
19520410,   0.23
19520412,   0.12
19520414,   0.20
19520415,   0.22
19520416,   0.52
19520417,  -0.15
19520418,   0.70
19520419,   0.12
19520421,   0.26
19520422,   0.18
19520423,  -0.15
19520424,  -0.38
19520425,   0.13
19520426,   0.19
19520428,  -0.14
19520429,  -0.24
19520430,  -0.05
19520501,  -0.19
19520502,   1.32
19520503,   0.58
19520505,   0.14
19520506,   0.42
19520507,   0.26
19520508,   0.52
19520509,   0.08
19520510,   0.04
19520512,   0.07
19520513,   0.10
19520514,   0.26
19520515,   0.08
19520516,   0.18
19520517,   0.21
19520519,  -0.02
19520520,   0.38
19520521,   0.38
19520522,   0.19
19520523,   0.29
19520524,   0.25
19520526,   0.00
19520527,   0.07
19520528,   0.35
19520529,   0.04
19520602,   0.20
19520603,   0.03
19520604,   0.20
19520605,   0.17
19520606,   0.52
19520609,   0.09
19520610,   0.43
19520611,  -0.18
19520612,   0.14
19520613,   0.01
19520616,   0.55
19520617,   0.39
19520618,  -0.08
19520619,   0.17
19520620,   0.21
19520623,   0.12
19520624,   0.18
19520625,   0.06
19520626,   0.00
19520627,   0.03
19520630,  -0.21
19520701,   0.04
19520702,   0.30
19520703,   0.11
19520707,   0.36
19520708,   0.21
19520709,   0.35
19520710,   0.38
19520711,   0.05
19520714,  -0.01
19520715,  -0.05
19520716,   0.24
19520717,   0.33
19520718,   0.30
19520721,   0.16
19520722,   0.21
19520723,   0.24
19520724,   0.19
19520725,   0.23
19520728,   0.08
19520729,   0.09
19520730,  -0.07
19520731,  -0.02
19520801,   0.06
19520804,   0.06
19520805,  -0.05
19520806,   0.04
19520807,   0.22
19520808,  -0.24
19520811,  -0.14
19520812,   0.23
19520813,  -0.14
19520814,   0.12
19520815,  -0.02
19520818,   0.20
19520819,   0.33
19520820,   0.05
19520821,   0.30
19520822,  -0.03
19520825,  -0.25
19520826,   0.05
19520827,   0.28
19520828,   0.26
19520829,   0.47
19520902,   0.12
19520903,   0.12
19520904,   0.03
19520905,   0.12
19520908,  -0.18
19520909,  -0.17
19520910,   0.26
19520911,   0.07
19520912,  -0.09
19520915,  -0.23
19520916,   0.52
19520917,   0.40
19520918,  -0.25
19520919,  -0.14
19520922,   0.27
19520923,   0.13
19520924,   0.14
19520925,  -0.05
19520926,  -0.27
19520929,  -0.25
19520930,  -0.02
19521001,   0.03
19521002,  -0.01
19521003,   0.03
19521006,  -0.12
19521007,   0.02
19521008,   0.29
19521009,   0.30
19521010,   0.02
19521014,  -0.03
19521015,   0.50
19521016,   0.38
19521017,   1.14
19521020,   0.13
19521021,   0.22
19521022,  -0.33
19521023,   0.38
19521024,   0.31
19521027,   0.06
19521028,   0.07
19521029,   0.09
19521030,   0.07
19521031,   0.80
19521103,   0.51
19521105,   0.45
19521106,   0.03
19521107,   0.11
19521110,   0.43
19521112,   0.25
19521113,   0.10
19521114,   0.17
19521117,  -0.03
19521118,   0.32
19521119,   0.33
19521120,   0.37
19521121,   0.09
19521124,  -0.20
19521125,   0.33
19521126,  -0.06
19521128,  -0.12
19521201,   0.05
19521202,   1.01
19521203,   0.09
19521204,   0.09
19521205,  -0.01
19521208,  -0.15
19521209,  -0.06
19521210,   0.10
19521211,   0.34
19521212,   0.20
19521215,  -0.08
19521216,   0.15
19521217,   0.12
19521218,   0.28
19521219,   0.21
19521222,   0.09
19521223,   0.44
19521224,   0.50
19521226,   0.17
19521229,   0.03
19521230,   0.24
19521231,   0.66
19530102,   0.39
19530105,   0.61
19530106,   0.43
19530107,   0.30
19530108,   0.25
19530109,   0.37
19530112,   0.04
19530113,   0.11
19530114,   0.07
19530115,   0.06
19530116,   0.35
19530119,  -0.12
19530120,   0.24
19530121,   0.07
19530122,   0.29
19530123,   0.30
19530126,   0.11
19530127,   0.11
19530128,   0.02
19530129,  -0.16
19530130,   0.12
19530202,   0.14
19530203,  -0.04
19530204,   0.05
19530205,   0.24
19530206,  -0.07
19530209,   0.15
19530210,   0.47
19530211,   0.01
19530213,   0.25
19530216,  -0.04
19530217,   0.07
19530218,   0.02
19530219,  -0.04
19530220,   0.22
19530224,   0.64
19530225,   0.10
19530226,   0.32
19530227,   0.09
19530302,   0.17
19530303,  -0.01
19530304,   0.51
19530305,   0.01
19530306,  -0.17
19530309,   0.08
19530310,   0.37
19530311,  -0.01
19530312,   0.26
19530313,   0.09
19530316,   0.00
19530317,   0.30
19530318,  -0.03
19530319,   0.05
19530320,   0.01
19530323,   0.75
19530324,  -0.33
19530325,   0.26
19530326,   0.42
19530327,  -0.10
19530330,   0.42
19530331,   0.11
19530401,  -0.19
19530402,   0.45
19530406,  -0.35
19530407,   0.74
19530408,   0.71
19530409,   0.31
19530410,   0.05
19530413,   0.12
19530414,   0.48
19530415,   0.44
19530416,   0.00
19530417,  -0.45
19530420,   0.23
19530421,   0.17
19530422,  -0.17
19530423,  -0.15
19530424,   0.48
19530427,   0.62
19530428,   0.66
19530429,   0.38
19530430,   0.28
19530501,   0.48
19530504,   0.16
19530505,   0.35
19530506,   0.15
19530507,   0.25
19530508,  -0.07
19530511,  -0.03
19530512,  -0.05
19530513,   0.12
19530514,   0.05
19530515,   0.14
19530518,   0.09
19530519,   0.08
19530520,   0.04
19530521,   0.20
19530522,   0.06
19530525,   0.04
19530526,   0.29
19530527,   0.59
19530528,   0.25
19530529,   0.28
19530601,   0.17
19530602,   0.64
19530603,   0.14
19530604,   0.15
19530605,   0.28
19530608,   0.17
19530609,  -0.41
19530610,   0.70
19530611,   0.68
19530612,   0.38
19530615,  -0.05
19530616,   0.08
19530617,   0.92
19530618,   0.38
19530619,   0.38
19530622,   0.44
19530623,   0.42
19530624,   0.24
19530625,   0.37
19530626,   0.46
19530629,   0.04
19530630,   0.13
19530701,   0.06
19530702,   0.23
19530703,   0.41
19530706,  -0.01
19530707,   0.11
19530708,   0.28
19530709,   0.25
19530710,   0.13
19530713,   0.25
19530714,   0.44
19530715,   0.49
19530716,  -0.02
19530717,   0.35
19530720,   0.25
19530721,   0.09
19530722,   0.19
19530723,   0.30
19530724,   0.03
19530727,   0.00
19530728,   0.09
19530729,   0.20
19530730,   0.68
19530731,   0.67
19530803,   0.22
19530804,   0.46
19530805,   0.06
19530806,   0.20
19530807,   0.08
19530810,   0.16
19530811,   0.21
19530812,   0.10
19530813,  -0.08
19530814,   0.14
19530817,   0.16
19530818,   0.24
19530819,   0.41
19530820,   0.19
19530821,   0.08
19530824,  -0.09
19530825,   0.30
19530826,   0.13
19530827,  -0.07
19530828,  -0.08
19530831,  -1.09
19530901,   1.03
19530902,   0.86
19530903,  -0.28
19530904,   0.16
19530908,   0.17
19530909,   0.17
19530910,  -0.90
19530911,  -1.15
19530914,  -1.56
19530915,   1.94
19530916,   1.54
19530917,   0.39
19530918,  -0.54
19530921,  -0.21
19530922,   1.69
19530923,   0.71
19530924,   0.03
19530925,   0.32
19530928,   0.24
19530929,   0.41
19530930,  -0.01
19531001,   0.18
19531002,   0.16
19531005,   0.08
19531006,   0.47
19531007,   0.51
19531008,  -0.02
19531009,   0.08
19531013,  -0.01
19531014,  -0.04
19531015,  -0.16
19531016,   0.23
19531019,   0.23
19531020,   0.32
19531021,   0.02
19531022,   0.28
19531023,   0.18
19531026,   0.21
19531027,   0.19
19531028,   0.04
19531029,  -0.40
19531030,   0.64
19531102,  -0.15
19531104,   0.41
19531105,   0.06
19531106,   0.22
19531109,   0.19
19531110,   0.26
19531112,  -0.13
19531113,  -0.14
19531116,   0.43
19531117,   0.09
19531118,   0.04
19531119,   0.12
19531120,   0.20
19531123,   0.36
19531124,  -0.23
19531125,   0.20
19531127,  -0.07
19531130,   0.19
19531201,   0.10
19531202,   0.20
19531203,   0.01
19531204,   0.65
19531207,  -0.08
19531208,   0.00
19531209,  -0.40
19531210,   0.11
19531211,  -0.14
19531214,  -0.11
19531215,  -0.20
19531216,   0.19
19531217,   0.60
19531218,  -0.12
19531221,  -0.31
19531222,   0.26
19531223,   0.43
19531224,   0.15
19531228,  -0.18
19531229,   0.01
19531230,   0.85
19531231,  -0.34
19540104,   2.43
19540105,   1.22
19540106,   0.29
19540107,   0.18
19540108,   0.13
19540111,   0.04
19540112,   0.32
19540113,   0.25
19540114,  -0.06
19540115,   0.31
19540118,  -0.01
19540119,   0.15
19540120,   0.29
19540121,   0.03
19540122,   0.09
19540125,   0.35
19540126,   0.15
19540127,   0.27
19540128,   0.24
19540129,   0.15
19540201,   0.25
19540202,   0.14
19540203,  -0.11
19540204,   0.08
19540205,   0.03
19540208,   0.50
19540209,   0.11
19540210,   0.09
19540211,   0.47
19540212,  -0.10
19540215,  -0.02
19540216,   0.58
19540217,   0.33
19540218,  -0.20
19540219,   0.22
19540223,   0.43
19540224,   0.14
19540225,   0.24
19540226,   0.00
19540301,   0.03
19540302,   0.12
19540303,  -0.13
19540304,   0.09
19540305,   0.09
19540308,   0.11
19540309,   0.02
19540310,   0.22
19540311,  -0.01
19540312,   0.25
19540315,   0.08
19540316,  -0.03
19540317,   0.29
19540318,  -0.07
19540319,   0.01
19540322,   0.08
19540323,   0.69
19540324,   0.31
19540325,  -0.22
19540326,  -0.37
19540329,  -0.19
19540330,  -0.19
19540331,   0.06
19540401,   0.33
19540402,   0.33
19540405,   0.32
19540406,   0.54
19540407,   0.11
19540408,   0.20
19540409,   0.05
19540412,   0.30
19540413,   0.12
19540414,  -0.15
19540415,  -0.26
19540419,   0.38
19540420,  -0.18
19540421,   0.07
19540422,  -0.16
19540423,  -0.21
19540426,  -0.23
19540427,   0.28
19540428,  -0.12
19540429,  -0.70
19540430,  -0.24
19540503,   0.25
19540504,   0.23
19540505,   0.05
19540506,   0.01
19540507,   0.16
19540510,   0.14
19540511,   0.25
19540512,   0.33
19540513,   0.62
19540514,   0.26
19540517,  -0.01
19540518,   0.28
19540519,   0.19
19540520,  -0.32
19540521,  -0.26
19540524,   0.27
19540525,   0.29
19540526,  -0.05
19540527,   0.48
19540528,  -0.04
19540601,   0.00
19540602,   0.30
19540603,   0.40
19540604,   0.34
19540607,   0.47
19540608,   0.94
19540609,   0.14
19540610,   0.02
19540611,   0.06
19540614,   0.27
19540615,  -0.04
19540616,   0.02
19540617,   0.01
19540618,   0.17
19540621,  -0.37
19540622,  -0.65
19540623,  -0.36
19540624,  -0.30
19540625,  -0.43
19540628,  -0.76
19540629,   0.53
19540630,   0.39
19540701,  -0.52
19540702,   0.05
19540706,  -0.17
19540707,   0.72
19540708,   0.22
19540709,  -0.36
19540712,   0.11
19540713,   0.01
19540714,  -0.24
19540715,  -0.32
19540716,  -0.05
19540719,  -0.31
19540720,  -0.30
19540721,   0.82
19540722,   0.63
19540723,  -0.10
19540726,   0.22
19540727,   0.19
19540728,   0.40
19540729,  -0.12
19540730,  -0.24
19540802,   0.22
19540803,   0.58
19540804,   0.43
19540805,   0.22
19540806,   0.62
19540809,  -0.29
19540810,  -0.58
19540811,  -0.06
19540812,   0.45
19540813,   0.15
19540816,  -0.28
19540817,   0.15
19540818,   0.11
19540819,   0.26
19540820,   0.17
19540823,  -0.12
19540824,   0.29
19540825,   0.41
19540826,   0.23
19540827,   0.23
19540830,   0.31
19540831,   0.49
19540901,   0.60
19540902,   0.00
19540903,  -0.15
19540907,   0.34
19540908,   0.28
19540909,   0.03
19540910,   0.19
19540913,  -0.04
19540914,   0.10
19540915,  -0.24
19540916,   0.15
19540917,   0.00
19540920,   0.57
19540921,  -0.09
19540922,  -0.24
19540923,  -0.24
19540924,  -0.23
19540927,   0.18
19540928,  -0.20
19540929,   0.24
19540930,   0.55
19541001,   0.34
19541004,  -0.33
19541005,   0.22
19541006,  -0.05
19541007,   0.42
19541008,   0.11
19541011,  -0.07
19541012,   0.19
19541013,   0.05
19541014,   0.39
19541015,   0.15
19541018,   0.11
19541019,   0.14
19541020,  -0.10
19541021,  -0.10
19541022,   0.02
19541025,   0.46
19541026,   0.18
19541027,   0.09
19541028,   0.20
19541029,   0.18
19541101,   0.26
19541103,   0.28
19541104,  -0.06
19541105,   0.39
19541108,  -0.76
19541109,   0.41
19541110,  -0.05
19541111,  -0.69
19541112,  -0.48
19541115,   0.32
19541116,  -0.46
19541117,  -0.21
19541118,   0.74
19541119,  -0.41
19541122,  -0.22
19541123,   0.55
19541124,   0.38
19541126,  -0.07
19541129,   0.03
19541130,   1.03
19541201,   0.51
19541202,  -0.17
19541203,  -0.33
19541206,   0.00
19541207,   0.17
19541208,   0.17
19541209,   0.52
19541210,   0.02
19541213,   0.07
19541214,   0.73
19541215,   0.15
19541216,   0.21
19541217,   0.09
19541220,  -0.31
19541221,   0.22
19541222,   0.17
19541223,   0.01
19541227,   0.56
19541228,  -0.72
19541229,  -0.04
19541230,   0.27
19541231,   0.13
19550103,   0.39
19550104,   1.26
19550105,   2.17
19550106,   0.22
19550107,  -0.68
19550110,  -0.68
19550111,   0.25
19550112,   0.27
19550113,   0.50
19550114,   0.23
19550117,   1.05
19550118,   0.06
19550119,  -0.16
19550120,   0.20
19550121,   0.14
19550124,  -0.13
19550125,   0.00
19550126,   0.51
19550127,   0.45
19550128,   0.04
19550131,  -0.01
19550201,  -0.10
19550202,  -0.01
19550203,   0.32
19550204,   0.30
19550207,   0.20
19550208,   0.64
19550209,   0.05
19550210,   0.38
19550211,   0.25
19550214,   0.22
19550215,  -0.12
19550216,   0.32
19550217,   0.02
19550218,   0.31
19550221,   0.15
19550223,   0.07
19550224,   0.73
19550225,   0.38
19550228,  -0.06
19550301,   0.18
19550302,  -0.03
19550303,   0.41
19550304,   0.60
19550307,   0.49
19550308,   0.96
19550309,   0.83
19550310,  -0.17
19550311,   0.26
19550314,   0.30
19550315,   1.13
19550316,   0.54
19550317,  -0.01
19550318,   0.04
19550321,   0.16
19550322,   0.51
19550323,   0.56
19550324,   0.35
19550325,  -0.03
19550328,  -0.05
19550329,  -0.05
19550330,   0.67
19550331,   0.14
19550401,   0.05
19550404,   0.22
19550405,   0.17
19550406,   0.09
19550407,  -0.18
19550411,  -0.35
19550412,  -0.12
19550413,   0.35
19550414,   0.24
19550415,   0.19
19550418,   0.34
19550419,   0.28
19550420,   0.04
19550421,   0.04
19550422,   0.43
19550425,  -0.27
19550426,  -0.19
19550427,   0.09
19550428,  -0.11
19550429,  -0.17
19550502,  -0.19
19550503,  -0.05
19550504,   0.28
19550505,   0.03
19550506,   0.32
19550509,   0.05
19550510,  -0.31
19550511,  -0.20
19550512,   0.33
19550513,   0.12
19550516,  -0.09
19550517,  -0.24
19550518,   0.69
19550519,   0.70
19550520,   0.00
19550523,   0.23
19550524,  -0.18
19550525,   0.13
19550526,   0.15
19550527,   0.26
19550531,  -0.04
19550601,  -0.29
19550602,  -0.10
19550603,   0.28
19550606,   0.07
19550607,  -0.20
19550608,  -0.40
19550609,   0.60
19550610,   0.04
19550613,  -0.54
19550614,   0.04
19550615,  -0.42
19550616,   0.10
19550617,   0.31
19550620,  -0.01
19550621,  -0.15
19550622,   0.04
19550623,  -0.19
19550624,  -0.05
19550627,  -0.17
19550628,   0.41
19550629,   0.17
19550630,  -0.03
19550701,  -0.06
19550705,  -0.80
19550706,  -1.38
19550707,   0.62
19550708,  -0.09
19550711,  -0.16
19550712,   0.21
19550713,   0.52
19550714,  -0.10
19550715,  -0.09
19550718,  -0.04
19550719,   0.37
19550720,   0.34
19550721,   0.18
19550722,   0.30
19550725,  -0.27
19550726,  -0.40
19550727,  -0.13
19550728,  -0.32
19550729,   0.16
19550801,   0.14
19550802,  -0.16
19550803,   0.11
19550804,  -0.05
19550805,   0.10
19550808,   0.30
19550809,   0.21
19550810,   0.47
19550811,   0.38
19550812,   0.66
19550815,   0.06
19550816,  -0.07
19550817,   0.05
19550818,   0.12
19550819,   0.23
19550822,   0.04
19550823,   0.46
19550824,   0.48
19550825,  -0.19
19550826,   0.19
19550829,   0.09
19550830,   0.11
19550831,   0.24
19550901,   0.32
19550902,  -0.16
19550906,  -0.52
19550907,   0.27
19550908,   0.04
19550909,  -0.05
19550912,  -0.36
19550913,   0.19
19550914,   0.02
19550915,   0.50
19550916,  -0.02
19550919,   0.19
19550920,   0.15
19550921,  -0.12
19550922,   0.00
19550923,  -0.19
19550926,   2.27
19550927,   1.50
19550928,  -0.22
19550929,   0.05
19550930,   0.06
19551003,   0.29
19551004,   0.26
19551005,   0.58
19551006,  -0.10
19551007,  -0.15
19551010,  -0.56
19551011,   0.50
19551012,   1.00
19551013,   0.32
19551014,   0.41
19551017,   0.31
19551018,   0.34
19551019,   0.45
19551020,   0.66
19551021,   0.09
19551024,   0.21
19551025,   0.14
19551026,   0.03
19551027,   0.15
19551028,   0.16
19551031,  -0.15
19551101,  -0.02
19551102,   0.16
19551103,   0.63
19551104,   0.07
19551107,  -0.20
19551109,  -0.30
19551110,  -0.02
19551111,  -0.27
19551114,  -1.12
19551115,   0.00
19551116,   0.51
19551117,   0.55
19551118,   0.35
19551121,   0.64
19551122,   0.12
19551123,   0.15
19551125,   0.08
19551128,   0.44
19551129,   0.37
19551130,  -0.05
19551201,   0.33
19551202,   0.06
19551205,  -0.38
19551206,   0.03
19551207,  -0.26
19551208,   0.07
19551209,   0.04
19551212,   0.09
19551213,  -0.07
19551214,   0.24
19551215,  -0.05
19551216,  -0.41
19551219,  -0.38
19551220,  -0.21
19551221,   0.05
19551222,   0.02
19551223,   0.32
19551227,  -0.21
19551228,   0.12
19551229,   0.35
19551230,  -0.30
19560103,   0.45
19560104,   0.32
19560105,  -0.33
19560106,  -0.20
19560109,   0.38
19560110,   0.35
