This file was created by CMPT_IND_RETS using the 201507 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
198202,    357,    156,    813,    348,    516,     47,    421,    153,    191,   1675
198203,    356,    156,    810,    346,    512,     47,    415,    151,    191,   1660
198204,    354,    155,    808,    343,    508,     47,    411,    150,    189,   1642
198205,    351,    154,    807,    342,    508,     46,    405,    150,    189,   1629
198206,    349,    152,    806,    340,    507,     46,    401,    148,    189,   1618
198207,    365,    153,    845,    404,    600,     54,    439,    175,    190,   1718
198208,    362,    153,    841,    402,    598,     54,    437,    174,    190,   1706
198209,    359,    153,    832,    398,    596,     53,    436,    172,    190,   1682
198210,    357,    150,    826,    395,    593,     52,    434,    171,    190,   1666
198211,    352,    149,    823,    394,    591,     52,    431,    170,    190,   1641
198212,    351,    149,    815,    391,    588,     51,    431,    168,    190,   1626
198301,    347,    149,    808,    384,    587,     50,    425,    167,    190,   1603
198302,    346,    149,    803,    379,    586,     50,    422,    165,    190,   1596
198303,    344,    149,    801,    377,    584,     50,    419,    162,    190,   1588
198304,    344,    148,    798,    371,    583,     49,    418,    160,    190,   1581
198305,    343,    148,    797,    367,    576,     48,    415,    160,    189,   1568
198306,    340,    147,    791,    363,    571,     48,    414,    159,    188,   1556
198307,    366,    157,    830,    393,    694,     61,    475,    201,    196,   1730
198308,    364,    157,    824,    384,    692,     60,    471,    199,    195,   1715
198309,    363,    156,    820,    377,    688,     60,    467,    199,    195,   1701
198310,    363,    156,    816,    375,    685,     59,    466,    199,    192,   1693
198311,    363,    154,    814,    374,    683,     59,    464,    199,    192,   1683
198312,    361,    154,    813,    365,    680,     59,    458,    198,    190,   1676
198401,    360,    151,    809,    357,    678,     59,    453,    195,    190,   1661
198402,    352,    151,    804,    354,    676,     59,    447,    193,    190,   1653
198403,    350,    151,    801,    348,    675,     59,    446,    193,    190,   1642
198404,    348,    150,    795,    346,    674,     57,    443,    193,    190,   1631
198405,    345,    147,    794,    344,    673,     57,    440,    190,    190,   1619
198406,    342,    147,    787,    340,    667,     54,    435,    190,    190,   1600
198407,    378,    169,    862,    380,    912,     83,    551,    284,    196,   1854
198408,    374,    169,    861,    377,    909,     83,    550,    283,    195,   1841
198409,    369,    168,    855,    366,    902,     83,    537,    281,    194,   1821
198410,    367,    167,    851,    362,    892,     82,    532,    278,    194,   1796
198411,    364,    167,    842,    352,    886,     81,    527,    277,    194,   1779
198412,    358,    167,    839,    344,    883,     81,    525,    273,    194,   1768
198501,    353,    166,    835,    338,    875,     81,    519,    269,    194,   1742
198502,    352,    166,    823,    336,    870,     80,    514,    268,    194,   1733
198503,    350,    164,    817,    333,    864,     79,    511,    265,    192,   1726
198504,    347,    164,    814,    332,    856,     79,    503,    264,    192,   1712
198505,    340,    160,    809,    328,    851,     78,    496,    264,    191,   1692
198506,    339,    157,    800,    324,    838,     78,    490,    259,    191,   1677
198507,    364,    171,    845,    365,    940,     95,    539,    312,    192,   1755
198508,    362,    170,    837,    360,    930,     94,    533,    311,    192,   1732
198509,    359,    167,    834,    356,    926,     91,    529,    309,    192,   1714
198510,    354,    166,    831,    347,    916,     91,    522,    307,    191,   1705
198511,    351,    164,    824,    341,    909,     89,    514,    304,    191,   1686
198512,    348,    162,    820,    335,    903,     85,    504,    300,    190,   1669
198601,    345,    161,    817,    328,    896,     84,    501,    296,    189,   1643
198602,    341,    161,    814,    323,    891,     84,    497,    293,    189,   1632
198603,    339,    161,    807,    318,    879,     83,    492,    289,    188,   1617
198604,    332,    159,    804,    310,    873,     82,    488,    285,    186,   1602
198605,    328,    158,    798,    303,    869,     80,    484,    281,    185,   1584
198606,    326,    155,    788,    296,    860,     79,    481,    277,    184,   1572
198607,    343,    171,    872,    330,    951,     93,    621,    362,    194,   1764
198608,    340,    170,    867,    321,    942,     93,    618,    359,    194,   1747
198609,    338,    168,    860,    316,    933,     93,    612,    357,    193,   1730
198610,    335,    166,    849,    312,    923,     92,    605,    352,    192,   1719
198611,    329,    165,    844,    302,    912,     91,    599,    345,    192,   1699
198612,    325,    162,    824,    292,    898,     90,    588,    344,    191,   1667
198701,    319,    161,    818,    291,    888,     88,    578,    338,    191,   1652
198702,    319,    161,    814,    286,    886,     88,    576,    335,    191,   1647
198703,    317,    161,    806,    282,    880,     88,    572,    331,    191,   1635
198704,    313,    159,    797,    281,    878,     88,    567,    331,    191,   1627
198705,    310,    159,    795,    278,    873,     88,    566,    331,    191,   1613
198706,    308,    156,    790,    273,    864,     87,    562,    330,    191,   1603
198707,    358,    177,    875,    289,    984,    112,    668,    412,    195,   2049
198708,    356,    174,    868,    286,    974,    108,    662,    410,    195,   2036
198709,    352,    173,    861,    280,    967,    106,    659,    408,    195,   2030
198710,    346,    172,    851,    278,    959,    104,    651,    407,    195,   2009
198711,    344,    171,    844,    274,    953,    104,    639,    401,    195,   1991
198712,    342,    168,    839,    272,    942,    103,    627,    397,    195,   1974
198801,    338,    167,    834,    270,    937,    102,    626,    392,    195,   1958
198802,    337,    166,    825,    268,    922,    101,    620,    390,    194,   1936
198803,    333,    163,    820,    267,    918,     99,    614,    382,    193,   1922
198804,    327,    158,    812,    266,    913,     96,    605,    381,    193,   1909
198805,    322,    155,    801,    264,    903,     94,    588,    379,    193,   1886
198806,    318,    154,    796,    257,    893,     94,    582,    375,    192,   1875
198807,    371,    173,    849,    246,    961,    118,    636,    413,    205,   2079
198808,    370,    172,    842,    242,    951,    116,    623,    406,    203,   2053
198809,    367,    172,    834,    240,    941,    116,    615,    398,    203,   2033
198810,    365,    170,    826,    238,    935,    116,    609,    396,    203,   2019
198811,    361,    170,    813,    235,    925,    115,    600,    391,    202,   2003
198812,    353,    165,    805,    231,    914,    111,    589,    388,    202,   1973
198901,    350,    163,    801,    228,    905,    109,    584,    386,    201,   1956
198902,    348,    161,    796,    227,    894,    106,    580,    384,    201,   1941
198903,    345,    161,    791,    225,    880,    106,    574,    381,    201,   1925
198904,    344,    158,    788,    224,    876,    104,    570,    377,    201,   1907
198905,    339,    158,    781,    222,    864,    103,    562,    374,    200,   1893
198906,    334,    156,    770,    219,    853,    103,    556,    368,    199,   1873
198907,    339,    164,    841,    227,    889,    114,    617,    398,    198,   2002
198908,    337,    162,    833,    225,    884,    110,    610,    396,    198,   1974
198909,    333,    160,    828,    221,    878,    109,    602,    394,    198,   1950
198910,    329,    160,    819,    221,    874,    109,    599,    389,    198,   1938
198911,    325,    159,    815,    220,    863,    109,    592,    387,    198,   1915
198912,    325,    158,    807,    220,    858,    109,    584,    384,    198,   1896
199001,    323,    157,    797,    219,    851,    108,    581,    380,    198,   1875
199002,    322,    155,    794,    218,    845,    108,    574,    378,    197,   1860
199003,    320,    155,    787,    217,    838,    108,    570,    377,    197,   1842
199004,    319,    154,    783,    217,    830,    107,    561,    373,    197,   1827
199005,    319,    153,    777,    215,    823,    106,    555,    371,    197,   1807
199006,    319,    150,    769,    215,    809,    104,    547,    366,    197,   1789
199007,    348,    157,    793,    236,    878,    113,    587,    426,    198,   1945
199008,    347,    155,    787,    234,    871,    111,    580,    426,    198,   1923
